customer_id,first_name,last_name,email,phone,city,country,registration_date,acquisition_channel
43,Leslie,Newton,LESLIE.NEWTON705@HOTMAIL.COM,,East Javier,canada,2023-12-27T18:51:29,organic_search
44,Todd,Hardy,Todd.Hardy940@hotmail.com,+1-641-234-3524x082,New Kellyberg,France,11.10.2024,direct
45,Dana,Mullins,Dana.Mullins851@gmail.com,6949777520,Port Cameronfort,FR,05-21-2024,referral
46,Charles,Soto,Charles.Soto245@gmail.com,(529)841-3186,Kerrport,germany,15/06/2023,paid_search
47,Michelle,Branch,Michelle.Branch157@yahoo.com,001-490-591-3341,New Charles,germany,2024-02-28T15:17:49,referral
48,Aaron,Hayes,Aaron.Hayes390@hotmail.com,340.534.4713x4936,West Margaret, USA ,08.05.2025,referral
49,Charles,Martin,Charles.Martin225@yahoo.com,+1-994-371-7464x887,South Jessicaview,CA,05/12/2023,referral
50,Anthony,Perez,Anthony.Perez929@hotmail.com,001-990-649-0278,New Ryan,France,2025-08-03,social_media
51,Lisa,Costa,Lisa.Costa217@yahoo.com,(265)951-2567x468,West Johnnyville,DE,2025-05-13,email
52,Tara,Powell,Tara.Powell54@hotmail.com,9879603859,East Josephberg, USA ,05/03/2023,organic_search
53,Sara,Kim,Sara.Kim245@hotmail.com,310.993.2480x8613,Lake Marilynfort,France,25.01.2025,referral
54,Sarah,Carter,Sarah.Carter988@hotmail.com,467-373-7826x398,Kendrachester,United States,07/02/2025,organic_search
55,Matthew,French,Matthew.French851@yahoo.com,9447997278,Andreaside,france,2023-09-05,social_media
56,Nicholas,Cantu,Nicholas.Cantu678@gmail.com,001-939-263-6057x662,New Tammy,FR,08-05-2023,direct
57,Martin,Garcia,Martin.Garcia157@yahoo.com,687-702-6217,Santosmouth,germany,2025-09-17T16:55:31,direct
58,Melissa,Villarreal,Melissa.Villarreal331@yahoo.com,478-609-1343x16117,North Markton,FR,09.08.2025,direct
59,Kelly,Brooks,Kelly.Brooks30@gmail.com,886.592.2219,Durhamberg,DE,07-26-2024,referral
60,Jesse,Little,Jesse.Little971@yahoo.com,607-948-2175x946,Jamesfurt, USA ,2025-09-02T23:30:59,email
61,Melissa,Rodriguez,Melissa.Rodriguez302@yahoo.com,001-259-944-0640,Kimberlybury,USA,2025-12-23T12:30:56,direct
62,Catherine,Gomez,Catherine.Gomez361@hotmail.com,794.421.0470,West Markchester,FR,02/09/2023,paid_search
63,Gregory,Anderson,Gregory.Anderson496@hotmail.com,(488)542-4745x171,Coffeyside,canada,02/02/2024,social_media
64,Michael,Gibbs,Michael.Gibbs15@gmail.com,,Amandamouth,CA,2023-09-16T23:13:26,organic_search
65,Miguel,Curry,Miguel.Curry292@yahoo.com,,Carsonstad, USA ,2025-09-05,email
66,Daniel,Hall,Daniel.Hall591@gmail.com,+1-285-693-1746x120,Wilsonbury,Germany,23.05.2024,email
67,Paige,Taylor,Paige.Taylor810@yahoo.com,(786)592-6179x640,Wallacebury,france,28.05.2025,referral
68,Melissa,Garcia,Melissa.Garcia984@hotmail.com,(285)206-4317x139,Johnberg, USA ,18/11/2023,referral
69,Kristin,Harris,Kristin.Harris3@hotmail.com,,New Jason,United States,2024-08-02,direct
70,Molly,Murphy,Molly.Murphy807@gmail.com,+1-704-522-8421x020,Alfredview,CA,05/04/2024,social_media
71,Brian,Harmon,Brian.Harmon62@hotmail.com,517-275-8917,Stephentown,Canada,09-12-2023,direct
72,Bruce,Mendoza,Bruce.Mendoza513@yahoo.com,(717)871-1592x12499,Shawnchester,DE,2024-05-27,paid_search
73,Cory,Miles,CORY.MILES974@HOTMAIL.COM,+1-883-767-3657x6615,Nicholasberg,france,25.12.2023,direct
74,Gloria,Wells,Gloria.Wells186@gmail.com,716-315-2809,Gomezchester,DE,04-16-2025,direct
75,Miranda,Griffith,Miranda.Griffith338@yahoo.com,+1-745-319-8327x315,Audreychester,United States,2023-03-17,social_media
76,Megan,Villegas,Megan.Villegas119@hotmail.com,+1-480-494-0244x550,Jonestown,U.K.,2025-08-04,paid_search
77,Christopher,Moreno,Christopher.Moreno638@yahoo.com,(275)325-4599x10229,Scottchester,FR,2024-08-12T15:57:04,organic_search
78,Todd,Ramos,Todd.Ramos819@yahoo.com,681.256.1497,South Tracey, USA ,2023-08-21,direct
79,Brian,Harris,Brian.Harris956@gmail.com,001-724-345-1076x22683,Hensleyton,CA,14.05.2024,paid_search
80,Ryan,Stevens,Ryan.Stevens944@gmail.com,,Barbarashire,Germany,29.04.2025,social_media
81,Richard,Bowman,Richard.Bowman744@yahoo.com,860-352-9751,South Brianna,US,09-18-2025,referral
82,Alexandria,Foster,Alexandria.Foster467@yahoo.com,001-453-552-1818x8355,East Jonathanburgh,FR,04-21-2025,direct
83,Carrie,Wolf,Carrie.Wolf936@hotmail.com,727-779-9799,South Carlos,germany,11/10/2025,referral
84,Scott,Turner,Scott.Turner891@yahoo.com,001-205-781-4770,,FR,23/10/2023,organic_search
85,Marie,Jones,Marie.Jones347@gmail.com,+1-998-467-9807x935,South Dalemouth,DE,12-28-2025,direct
86,Toni,Miller,Toni.Miller37@hotmail.com,(703)777-8892,Paulmouth,germany,2023-07-05,direct
87,Erika,Williams,Erika.Williams171@hotmail.com,+1-451-751-8644x9251,Tammyfurt,usa,06/02/2025,paid_search
88,David,Fletcher,David.Fletcher580@gmail.com,486-552-8168x5054,Staceyfort,FR,08.05.2024,paid_search
89,James,Cooke,James.Cooke,441-888-8059,East Henry,CA,2023-11-20T02:41:21,social_media
90,Heather,Weber,Heather.Weber655@gmail.com,001-670-965-3794x7383,West Erika,FR,16/09/2025,email
91,Ashley,Alexander,Ashley.Alexander589@yahoo.com,001-368-386-2392x40758,Christopherburgh,FR,2023-01-17,referral
92,Joshua,Whitehead,Joshua.Whitehead795@gmail.com,(713)575-0606x85361,West Sarahmouth,DE,2023-10-08,direct
93,Lacey,Taylor,Lacey.Taylor808@yahoo.com,,Hortonberg,US,30/04/2025,paid_search
94,Katherine,Harrison,Katherine.Harrison544@hotmail.com,8103432898,Johnville,FR,2024-08-27,email
95,Brandon,Barnes,Brandon.Barnes773@hotmail.com,811.279.8089x324,Johnchester,United States,2025-01-19T03:17:16,organic_search
96,Jacob,Barnett,Jacob.Barnett466@hotmail.com,(718)688-8806x706,West Kristinastad,United Kingdom,30/01/2025,email
97,John,Sandoval,John.Sandoval906@gmail.com,001-995-220-5852x77221,Jamesborough, USA ,2025-08-08T11:00:08,organic_search
98,Nina,Stewart,Nina.Stewart969@yahoo.com,868.874.0345x05415,Klinefurt,Canada,03-06-2025,direct
99,Matthew,Lopez,Matthew.Lopez602@hotmail.com,,Richardsonhaven,FR,2025-04-15,direct
100,Joseph,Miller,Joseph.Miller455@yahoo.com,769-628-4511,Seanchester,UK,2025-01-04T02:12:16,social_media
101,Garrett,Wallace,Garrett.Wallace972@yahoo.com,4592640165,Port Cathy,Canada,02-13-2023,paid_search
102,Kimberly,Johnson,Kimberly.Johnson211@gmail.com,755.769.0927,Hinesshire,canada,03.11.2024,organic_search
103,Devin,Richardson,Devin.Richardson134@yahoo.com,+1-943-510-2786x8144,Heatherfort,UK,03.01.2025,social_media
104,James,Taylor,James.Taylor272@gmail.com,427.715.5188x442,North Tracie,United States,11.01.2025,organic_search
105,Laura,Young,Laura.Young227@yahoo.com,3583957829,Raymondfort,germany,2025-07-27,organic_search
106,Alicia,Hammond,Alicia.Hammond437@hotmail.com,,East Teresaland,DE,31/10/2023,social_media
107,Shannon,Frazier,Shannon.Frazier600@yahoo.com,(489)622-6801,East Marcus,france,2025-05-31,direct
108,Jenna,Reed,Jenna.Reed887@hotmail.com,414-438-4249x8182,Meganshire,france,05-01-2025,email
109,Blake,Shields,Blake.Shields384@gmail.com,,Lake Kelliview,U.K.,06-03-2025,paid_search
110,Debra,Wang,Debra.Wang601@yahoo.com,+1-207-484-4736x471,Perrymouth,France,05-16-2025,referral
111,James,Lawson,James.Lawson107@yahoo.com,001-355-662-5881x537,Wrightville,U.K.,01-22-2025,referral
112,Brent,Dougherty,Brent.Dougherty866@hotmail.com,(232)359-5327x87747,Wagnerbury,CA,01/07/2024,social_media
113,Jason,Gomez,JASON.GOMEZ360@GMAIL.COM,779-274-8016x2456,Williamsside,U.K.,04.03.2023,paid_search
114,James,Tran,James.Tran465@gmail.com,(787)484-9912x1655,New William,DE,23/06/2023,paid_search
115,Vincent,Williams,Vincent.Williams691@gmail.com,001-457-887-2982x595,Brittneyhaven,France,2024-03-17,social_media
116,Maria,Patel,Maria.Patel291@hotmail.com,001-647-205-5169,Bakershire,Germany,23/04/2023,social_media
117,Becky,Griffith,Becky.Griffith,728.896.2309x1307,South Hannah,Canada,17/02/2025,referral
118,Robert,Hampton,Robert.Hampton826@yahoo.com,001-702-783-8578x6527,Chelseaborough,france,09.06.2023,email
119,Susan,Ramirez,Susan.Ramirez727@yahoo.com,644.637.5758,New Ericafurt,FR,2025-07-31,email
120,Paula,Foster,Paula.Foster447@yahoo.com,001-624-404-1574x73384,New Joycebury,United States,2024-11-13,referral
121,John,Santiago,John.Santiago523@hotmail.com,230.416.5712,Delgadofort, USA ,2023-10-30,paid_search
122,Thomas,Gonzalez,Thomas.Gonzalez178@yahoo.com,440-619-3802x62067,North Kennethville,UK,08.10.2025,referral
123,Sarah,Rogers,Sarah.Rogers947@yahoo.com,+1-688-472-8743x1527,Lake Matthewport,germany,2024-10-09T05:29:46,organic_search
124,Ashley,Todd,Ashley.Todd647@gmail.com,+1-566-285-1612x275,Patrickmouth,DE,2025-07-14,social_media
125,Karen,Finley,Karen.Finley661@yahoo.com,001-690-445-3017,Parksport,United Kingdom,26.03.2023,direct
126,Hannah,Fowler,Hannah.Fowler620@yahoo.com,,Christinabury,CA,04.12.2024,direct
127,Susan,Mendoza,Susan.Mendoza254@yahoo.com,001-795-368-7833x9187,North Mariahaven,Canada,2024-08-02T14:06:19,social_media
128,James,Herrera,James.Herrera809@gmail.com,887-913-9718x70728,New Stevenport,France,31.05.2024,paid_search
129,Jennifer,Foster,Jennifer.Foster597@gmail.com,001-639-810-6518x0170,Port Derek,United Kingdom,2023-09-22,social_media
130,Darlene,Daniel,Darlene.Daniel659@yahoo.com,(867)466-1825x128,Port Adam,FR,2025-12-14T03:24:09,referral
131,Andrew,Evans,Andrew.Evans372@hotmail.com,001-286-886-3375x2431,East Jamieville,United Kingdom,2023-10-09,social_media
132,Brittney,Griffin,Brittney.Griffin790@hotmail.com,001-603-506-7383x028,Barbaramouth, USA ,2023-09-26T21:44:42,paid_search
133,Joel,Walter,Joel.Walter852@hotmail.com,836.744.0892x68705,,Canada,2025-01-16T08:38:53,referral
134,Heather,Russell,Heather.Russell240@yahoo.com,(428)873-3427x0866,West James,uk,2025-01-23T20:46:06,email
135,Deborah,Nielsen,Deborah.Nielsen515@yahoo.com,383-504-6990,South Jason,uk,2024-05-27T01:53:59,social_media
136,Rebecca,Turner,Rebecca.Turner729@gmail.com,731.673.9363,Owensstad,France,2025-11-17T05:21:53,organic_search
137,Kyle,Ward,Kyle.Ward906@yahoo.com,217.653.5560x932,Phillipsborough,CA,17/06/2023,organic_search
138,Mark,James,Mark.James860@gmail.com,,Piercemouth,United Kingdom,2025-08-25T05:03:11,email
139,Jonathan,Underwood,Jonathan.Underwood928@hotmail.com,+1-277-325-2287x2808,Port Adamberg,France,2025-12-16,social_media
140,Megan,Hall,Megan.Hall125@hotmail.com,(903)987-5099,North Amandachester,CA,20.10.2025,organic_search
141,Alexander,Moreno,Alexander.Moreno,+1-440-586-2118,New Alisha,france,19.01.2024,social_media
142,Lisa,Adams,Lisa.Adams558@yahoo.com,256-379-3341,Grayside, USA ,03-03-2025,direct
143,Thomas,Walsh,Thomas.Walsh808@hotmail.com,,North Vincent,US,2024-11-11,social_media
144,Ryan,Mueller,Ryan.Mueller834@hotmail.com,380-633-9740,East Sarahmouth,FR,2024-01-09,direct
145,Alexis,Clark,Alexis.Clark301@gmail.com,001-761-242-9396x85621,South Jesseland,Germany,2025-03-26T19:46:16,social_media
146,Matthew,Mack,Matthew.Mack293@hotmail.com,(850)347-7358x6629,Laurenland,United States,2025-01-23T15:54:32,direct
147,Christopher,Moore,Christopher.Moore348@hotmail.com,+1-426-355-1104x7541,South Shane,DE,2023-06-19,email
148,Angela,Russell,Angela.Russell559@gmail.com,658-819-9560,Maxwellside,France,2025-05-22T06:04:02,social_media
149,Rebecca,Spence,Rebecca.Spence745@hotmail.com,826.622.4447x21264,Pattonstad,Germany,2023-04-28T02:43:55,social_media
150,Johnathan,Wright,Johnathan.Wright696@hotmail.com,799.937.1240x6596,Ryanberg,france,16/09/2023,direct
151,Kevin,Morrison,Kevin.Morrison393@hotmail.com,575.726.5479,Ramirezfurt,U.K.,28.06.2025,paid_search
152,Michael,Frederick,Michael.Frederick408@gmail.com,,Lake Katrina,FR,26.11.2025,organic_search
153,Anthony,Acosta,Anthony.Acosta721@hotmail.com,674.416.7243,Mccormickland,U.K.,2023-09-09,email
154,Shane,Harper,Shane.Harper456@hotmail.com,(488)268-0589x1135,Rasmussenmouth,canada,13.05.2023,social_media
155,Tammy,Jordan,Tammy.Jordan729@gmail.com,943-788-8993,Fordshire,UK,16/02/2024,email
156,Hannah,Hernandez,Hannah.Hernandez568@gmail.com,914.761.1254x5738,Davismouth,US,2023-05-15T11:15:39,direct
157,Luis,Evans,Luis.Evans421@hotmail.com,405-712-3828,Mullenbury,germany,10.07.2025,social_media
158,Lauren,Soto,Lauren.Soto656@gmail.com,+1-666-309-3796x6033,Port Monicaburgh,canada,12/09/2023,social_media
159,Michael,Gonzalez,Michael.Gonzalez331@gmail.com,978-459-6969x155,Samanthashire,Canada,11/06/2023,direct
160,Christopher,Anderson,Christopher.Anderson129@gmail.com,441.825.2866,Lopezside,FR,12.11.2023,direct
161,Heather,Brewer,Heather.Brewer863@gmail.com,,South Keith,FR,26/06/2024,referral
162,Jacob,Wilkinson,Jacob.Wilkinson655@hotmail.com,9508723688,Perrymouth,germany,05-16-2024,email
163,Tracy,Miller,Tracy.Miller162@gmail.com,001-334-304-3842x79788,Kimberlystad,USA,2024-10-15T12:34:28,paid_search
164,Amber,Sherman,Amber.Sherman327@hotmail.com,983.361.3407x451,East Lisa,United Kingdom,2025-02-25T22:24:18,paid_search
165,Brianna,Bell,Brianna.Bell957@hotmail.com,+1-462-792-3309x584,Keithview,CA,2025-10-18T11:14:01,organic_search
166,Stephanie,Robertson,Stephanie.Robertson518@hotmail.com,,East Sydneychester,usa,21.08.2025,organic_search
167,Samantha,Riddle,Samantha.Riddle138@hotmail.com,(623)825-3672,Hayesland,usa,03.02.2024,social_media
168,Richard,Brady,Richard.Brady517@hotmail.com,(577)859-0175x186,South Joseph,usa,2023-09-21T03:31:12,social_media
169,Maria,Morgan,Maria.Morgan774@hotmail.com,,,U.K.,13.11.2024,email
170,David,Phelps,David.Phelps915@yahoo.com,+1-600-417-0127x70632,Clarencestad,canada,09-04-2024,referral
171,John,Watson,John.Watson502@hotmail.com,(506)943-6110,East Brittneyhaven,france,05-03-2025,direct
172,Erin,Smith,Erin.Smith486@hotmail.com,416-827-1361x11554,Lake Victoria, USA ,2023-04-16T21:14:43,paid_search
173,Douglas,Moreno,Douglas.Moreno739@gmail.com,+1-427-353-2697x311,,france,2023-08-14,email
174,Brittany,Cruz,Brittany.Cruz156@yahoo.com,523-841-3899x94043,Debbiebury,uk,08.05.2023,paid_search
175,Troy,Rodriguez,Troy.Rodriguez679@yahoo.com,+1-491-980-5526x9658,North Brendatown,FR,12-26-2024,referral
176,Jose,Williams,Jose.Williams981@gmail.com,(384)686-6618x8924,New Samanthaberg,Germany,2024-08-14T07:32:48,social_media
177,Amanda,Myers,Amanda.Myers574@hotmail.com,001-614-463-0316x17990,North Jeantown,DE,02-16-2025,paid_search
178,Frank,Benton,Frank.Benton295@hotmail.com,342.952.4105x64814,Dixonton,United Kingdom,14.03.2024,social_media
179,Victor,Bradley,Victor.Bradley279@yahoo.com,(241)591-3800,South Michaelberg,france,23/12/2025,organic_search
180,Harold,Horne,Harold.Horne339@gmail.com,,Walkerbury,usa,2023-11-20T14:48:54,email
181,Robert,Cortez,Robert.Cortez329@yahoo.com,295-818-0238,South Michelleport,CA,2023-03-18T06:22:26,paid_search
182,Mark,Tran,Mark.Tran807@gmail.com,(534)494-9375x973,South Andrewside,usa,19.01.2023,referral
183,Michael,Franco,Michael.Franco292@gmail.com,206-541-3836x70241,Haynesstad,US,10-29-2025,paid_search
184,Stephen,Adkins,Stephen.Adkins167@hotmail.com,,New Dennisfurt,US,27/08/2024,paid_search
185,Charles,Bradley,Charles.Bradley919@yahoo.com,+1-423-344-5655x74313,North Frank,france,10-15-2023,paid_search
186,Steven,Russell,Steven.Russell393@hotmail.com,(537)747-4112x490,North Jennifer,US,01-24-2023,direct
187,Tanya,Foster,Tanya.Foster684@gmail.com,+1-344-220-6788x31712,Port Kimberlybury,Canada,09-28-2024,social_media
188,David,Colon,David.Colon225@yahoo.com,+1-219-994-1013x72151,East Sandrachester,France,22/08/2025,paid_search
189,Lorraine,Foster,Lorraine.Foster539@gmail.com,(562)653-2447x2099,Jenkinsside,France,01.11.2025,referral
190,Timothy,Miller,Timothy.Miller336@yahoo.com,(963)983-8065,Robertahaven,Canada,2025-11-11,email
191,Marc,Nelson,Marc.Nelson426@gmail.com,593-604-0785x93213,Port Wendybury,canada,2025-03-21,direct
192,Barbara,Mcgrath,Barbara.Mcgrath75@yahoo.com,(422)539-5590x599,Weaverburgh,canada,2023-05-22,social_media
193,Tracy,Davis,Tracy.Davis788@gmail.com,+1-730-287-0593x252,East Brendaberg,Germany,2025-02-22T16:19:50,email
194,Kim,Mathis,Kim.Mathis137@yahoo.com,456-891-5452,Banksburgh, USA ,2024-04-01,social_media
195,Jasmine,Hoffman,Jasmine.Hoffman737@hotmail.com,(239)426-4422x096,Samanthabury,germany,2024-07-18,organic_search
196,Danielle,Garcia,Danielle.Garcia785@yahoo.com,,West Julie,germany,2025-07-03,paid_search
197,John,Haas,John.Haas450@gmail.com,,Port Jennamouth,usa,15.08.2024,social_media
198,Sean,Baker,Sean.Baker792@gmail.com,001-915-841-0067x626,Amyville,france,03-28-2024,social_media
199,Maria,Kramer,Maria.Kramer972@hotmail.com,+1-432-871-0405x4115,Lake Charles, USA ,2023-04-07T12:32:23,referral
200,Shelly,Spence,Shelly.Spence419@yahoo.com,+1-597-506-2962x015,Terryside,uk,2024-09-07T05:15:20,organic_search
201,Joseph,Campbell,Joseph.Campbell992@gmail.com,206-898-7205,West Madisonfort,FR,06-11-2023,organic_search
202,James,Johnson,James.Johnson850@gmail.com,+1-441-771-4677x4186,Woodmouth,france,21.01.2024,paid_search
203,Bradley,Gonzales,Bradley.Gonzales891@yahoo.com,849.502.1158,Port Paulhaven,Germany,29/08/2023,direct
204,Robert,Nichols,Robert.Nichols210@yahoo.com,001-437-341-6089,Thompsonburgh,france,01-05-2025,social_media
205,Teresa,Stokes,Teresa.Stokes478@gmail.com,3613632945,Hawkinsside,FR,2025-01-29T11:23:35,organic_search
206,Mark,Hill,Mark.Hill760@yahoo.com,3993861622,Port Justinside,France,11-09-2023,paid_search
207,Nicole,Humphrey,Nicole.Humphrey854@yahoo.com,(279)897-0246x2996,Hannahton,germany,2025-09-27T23:21:48,email
208,Julie,Mccall,Julie.Mccall815@yahoo.com,6549447132,Josephchester,canada,2023-05-01,organic_search
209,Cassidy,Davis,Cassidy.Davis423@yahoo.com,667.885.0821,Port Melissa,USA,2025-07-22,referral
210,Natasha,Johnson, Natasha.Johnson676@gmail.com ,,Port Brian,FR,07-16-2024,organic_search
211,Antonio,Williams,Antonio.Williams691@yahoo.com,001-934-457-8610x357,Matthewsstad,france,08.05.2024,referral
212,Max,Monroe,Max.Monroe274@yahoo.com,001-814-206-0293x3334,South Rhondaburgh,U.K.,2024-04-07,direct
213,Carolyn,Smith,Carolyn.Smith416@yahoo.com,,Jenniferview,USA,10-20-2025,referral
214,Rodney,Bennett,Rodney.Bennett942@yahoo.com,743.674.8969x108,Gabriellefort, USA ,04-06-2023,referral
215,Caleb,Mcneil,Caleb.Mcneil34@hotmail.com,944-643-2830x96520,Rebeccafurt,france,03-26-2025,paid_search
216,Paul,Johnson,Paul.Johnson581@hotmail.com,001-435-438-7584,Connorberg,France,14.10.2023,direct
217,Joyce,Hardy,Joyce.Hardy101@hotmail.com,001-925-313-5346x55494,Brownshire,United Kingdom,2025-03-23,direct
218,Betty,Oliver,Betty.Oliver503@yahoo.com,481.568.4602,Robertshire,uk,17.02.2025,social_media
219,Patricia,Hatfield,Patricia.Hatfield76@gmail.com,421-975-2500x74329,East Christinachester,canada,2024-10-10,organic_search
220,Richard,Sanford,Richard.Sanford456@yahoo.com,2082350583,East Heather,US,2025-11-15,organic_search
221,Maxwell,Anderson,Maxwell.Anderson568@yahoo.com,494.721.0447x89856,Howardborough,US,05.03.2025,paid_search
222,Frederick,Meadows,Frederick.Meadows174@yahoo.com,3337230982,South Nancyview,france,12-09-2023,email
223,Kelsey,Dean,Kelsey.Dean802@hotmail.com,6109016761,East Heather,uk,2024-02-05,paid_search
224,Crystal,Turner,Crystal.Turner972@hotmail.com,384-699-2618,Port Danielborough,United Kingdom,31.05.2025,paid_search
225,Chelsea,Strickland,Chelsea.Strickland618@hotmail.com,956.742.0873,North Alexander,U.K.,2024-08-19T23:02:35,referral
226,Christopher,Rodriguez,Christopher.Rodriguez386@hotmail.com,+1-372-418-1143x74470,Port Kellymouth,CA,2024-01-04,direct
227,Ronald,Wilson,Ronald.Wilson215@gmail.com,7227557941,North Richard,germany,17/04/2025,direct
228,Suzanne,Nelson,Suzanne.Nelson259@yahoo.com,,Marshburgh,UK,2025-09-08T21:11:55,referral
229,Daniel,Horton,Daniel.Horton429@gmail.com,(816)797-9729,Port Gabrielleberg,france,24/06/2023,direct
230,Timothy,Freeman,Timothy.Freeman663@yahoo.com,301.845.0899x358,South Michael,UK,2024-11-10,organic_search
231,Erica,Cruz,Erica.Cruz228@hotmail.com,+1-700-628-7721x753,New Jeffreyfurt,US,12.03.2025,direct
232,Richard,Young,Richard.Young354@yahoo.com,897.217.7517x016,Port Christopherport,France,10-18-2023,social_media
233,Pamela,Hart,Pamela.Hart534@hotmail.com,+1-375-350-3758x99757,North Matthew,Germany,2024-09-06,organic_search
234,Maria,Brandt,Maria.Brandt694@yahoo.com,+1-385-610-2726,East David,United Kingdom,2024-11-08T20:23:00,email
235,Melissa,Lewis,Melissa.Lewis645@gmail.com,,Danielchester,CA,09.02.2024,email
236,Brandon,Schultz,Brandon.Schultz722@hotmail.com,001-217-879-8270,Glassburgh,Germany,01-18-2024,paid_search
237,Heather,Thompson,Heather.Thompson269@gmail.com,569-695-8669,Stuartport,Germany,2025-03-14,social_media
